Pret,Versiune,Vechime,Km,Putere,Capacitate cilindrica,Marca,Model,Combustibil,Transmisie,Norma de poluare,Cutie de viteze,Tip Caroserie,Optiuni culoare,Tara de origine,Stare
63979,200 4Matic 9G-TRONIC AMG Line Advanced,1.0,1,204,1496,Mercedes-Benz,C,Benzina,4x4 (automat),Euro 6d,Automata,Sedan,Metalizata,Germania,Nou
31099,3.0 I SDV6 HSE,9.0,135943,306,2993,Land Rover,Range Rover Sport,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
20900,1.5 TSI ACT OPF DSG,5.0,194000,150,1498,Volkswagen,ARTEON,Benzina,Fata,Euro 6,Automata,Sedan,Metalizata,Olanda,Second hand
3999,150 THP Premium,15.0,211000,149,1598,Peugeot,308,Benzina,Fata,Euro 4,Manuala,Combi,Metalizata,Germania,Second hand
12449,220 CDI 7G-TRONIC Avantgarde,12.0,204607,170,2143,Mercedes-Benz,E,Diesel,Spate,Euro 5,Automata,Sedan,Metalizata,Coreea de Sud,Second hand
19689,1.5 Start/Stop Elegance,2.0,11700,130,1498,Opel,Astra,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Romania,Second hand
8750,2.0 TDI CR DPF 4Motion DSG Sport&amp;Style,14.0,196000,140,1968,Volkswagen,Tiguan,Diesel,4x4 (automat),Euro 5,Automata,SUV,Metalizata,Italia,Second hand
16999,2.0 TDCi 4WD Powershift ST-Line,7.0,184004,180,1997,Ford,Kuga,Diesel,4x4 (automat),Euro 6,Automata,SUV,Perlat,Romania,Second hand
5600,1.6 TDI BlueMotion Technology Cup,10.0,297000,105,1598,Volkswagen,Golf,Diesel,Fata,Euro 5,Manuala,Combi,Metalizata,Austria,Second hand
18189,2.2 CRDi 2WD Premium,6.0,196000,200,2199,Hyundai,Santa Fe,Diesel,Fata,Euro 6,Automata,SUV,Metalizata,Italia,Second hand
13099,xDrive40d,13.0,304276,306,2993,BMW,X5,Diesel,4x4 (automat),Euro 5,Automata,SUV,Metalizata,Romania,Second hand
9590,1.6 CDTI Start/Stop Drive,5.0,186600,110,1598,Opel,Astra,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Germania,Second hand
11690,2.0 TDI,10.0,196000,110,1968,Volkswagen,Tiguan,Diesel,Spate,Euro 6,Manuala,SUV,Metalizata,Italia,Second hand
17700,350 BlueTec 4MATIC Aut,11.0,249857,258,2987,Mercedes-Benz,ML,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
9779,2.0 TDCi 4WD Powershift Titanium,14.0,194344,163,1997,Ford,Kuga,Diesel,4x4 (automat),Euro 5,Automata,SUV,Metalizata,Germania,Second hand
14300,CD175 Revolution Top,9.0,85800,175,2191,Mazda,6,Diesel,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
59980,M50d,5.0,126900,400,2993,BMW,X5 M,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
11689,1.6 TDI Ambition,6.0,172361,115,1598,Skoda,Octavia,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Olanda,Second hand
17390,1.5 TSI DSG Style,5.0,91132,150,1495,Skoda,Octavia,Benzina,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
21991,2.0 TDI Quattro S tronic,6.0,188204,163,1968,Audi,A4 Allroad,Diesel,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Germania,Second hand
98770,Standard,2.0,3200,340,2995,Porsche,Cayenne Coupe,Benzina,4x4 (automat),Euro 6d-Temp,Automata,SUV,Metalizata,Romania,Second hand
84520,V6 TDI 4MOTION R-Line,1.0,10,286,2967,Volkswagen,Touareg,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
34460,4x4 Double Cab A/T Style,5.0,50709,150,2393,Toyota,Hilux,Diesel,4x4 (automat),Euro 6,Automata,SUV,Perlat,Ungaria,Second hand
12750,1.5 Blue dCi 4WD Comfort,5.0,117000,115,1461,Dacia,Duster,Diesel,4x4 (manual),Euro 6,Manuala,SUV,Mat,Romania,Second hand
13990,1.4 TSI ACT (BlueMotion Technology) Highline,7.0,199500,150,1395,Volkswagen,Passat,Benzina,Fata,Euro 6,Manuala,Sedan,Metalizata,Germania,Second hand
28000,T8 Twin Engine AWD Inscription,8.0,245850,320,1969,Volvo,XC 90,Hibrid,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Belgia,Second hand
28080,xDrive20d AT M Sport,7.0,215500,190,1995,BMW,X3,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
23850,D3 Momentum,4.0,123500,150,1969,Volvo,S90,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Franta,Second hand
25200,xDrive20d AT,5.0,68000,190,1995,BMW,X1,Diesel,4x4 (automat),Euro 6d,Automata,SUV,Metalizata,Germania,Second hand
15900,2.0 TDI ultra Design,6.0,122000,150,1968,Audi,A4,Diesel,Fata,Euro 6b,Manuala,Combi,Metalizata,Germania,Second hand
142600,M60i xDrive AT MHEV,1.0,681,530,4395,BMW,X7,Benzina,4x4 (automat),Euro 6d,Automata,SUV,Perlat,Germania,Nou
64900,S PDK,5.0,42500,354,2995,Porsche,Macan,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
28989,520d EfficientDynamics Edition AT,5.0,70000,190,1995,BMW,Seria 5,Diesel,Spate,Euro 6d,Automata,Sedan,Perlat,Belgia,Second hand
8850,2.0 TDI,14.0,190100,120,1968,Audi,A4,Diesel,Fata,Euro 5,Manuala,Sedan,Metalizata,Germania,Second hand
10300,520d Touring BluePerformance Aut.,11.0,310000,184,1995,BMW,Seria 5,Diesel,Spate,Euro 5,Automata,Combi,Metalizata,Belgia,Second hand
32999,B4 D Geartronic Momentum,3.0,107000,197,1969,Volvo,XC 60,Diesel,Fata,Euro 6,Automata,SUV,Metalizata,Franta,Second hand
21990,ENERGY dCi 175 X-tronic 4WD INITIALE PARIS,6.0,90280,177,1995,Renault,Koleos,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Franta,Second hand
20498,1.6 CRDI AWD DCT VISION,4.0,119000,136,1598,Kia,Sportage,Diesel,4x4 (manual),Euro 6b,Automata,SUV,Perlat,Germania,Second hand
11590,1.5 VVT-i HSD Luna,5.0,148853,73,1497,Toyota,Yaris,Hibrid,Fata,Euro 6,Automata,Masina de oras,Metalizata,Romania,Second hand
154700,AMG 63 S MHEV 4MATIC+,3.0,28500,612,3982,Mercedes-Benz,GLE,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
21950,2.0 TDI quattro (clean diesel) S tronic,8.0,117000,190,1968,Audi,Q5,Diesel,4x4 (manual),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
52950,300h 2.5 TNGA HV 25H- 4X2 CVT Executive,2.0,3000,178,2487,Lexus,Seria ES,Hibrid,Fata,Euro 6,Automata,Sedan,Metalizata,Japonia,Nou
17750,CD175 4x4 AT Revolution Top,7.0,129000,175,2191,Mazda,CX-5,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
14499,1.6 TDI DSG Style,5.0,76773,116,1598,Skoda,Octavia,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
21349,2.0 TDI Quattro Stronic Sport,6.0,50709,150,1968,Audi,Q3,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
12928,TCe 100 Comfort,4.0,69000,100,999,Dacia,Duster,Benzina,Fata,Euro 6,Manuala,SUV,Mat,Romania,Second hand
44500,750Ld xDrive,5.0,180000,400,2993,BMW,Seria 7,Diesel,4x4 (automat),Euro 6d,Automata,Sedan,Metalizata,Belgia,Second hand
11790,Blue dCi,5.0,170000,116,1461,Renault,Megane,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Franta,Second hand
15690,Blue dCi 115 4WD Prestige,5.0,97000,116,1461,Dacia,Duster,Diesel,4x4 (manual),Euro 6,Manuala,SUV,Metalizata,Germania,Second hand
29998,Sportback 2.0 35 TDI MHEV S tronic S Line,3.0,204000,163,1984,Audi,A5,Diesel,Fata,Euro 6d-Temp,Automata,Sedan,Metalizata,Germania,Second hand
30590,520d xDrive MHEV,3.0,118596,190,1995,BMW,Seria 5,Diesel,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Germania,Second hand
100260,350 d 4Matic 9G-TRONIC,3.0,39820,286,2925,Mercedes-Benz,S,Diesel,4x4 (manual),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
13290,1.6 TDI Trendline,5.0,126419,115,1598,Volkswagen,Golf,Diesel,Fata,Euro 6,Manuala,Compacta,Metalizata,Romania,Second hand
8799,1.6 CDTI ECOTEC Innovation,7.0,219000,110,1598,Opel,Astra,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Germania,Second hand
10389,IV 1.5 dCi Zen,5.0,32721,75,1461,Renault,Clio,Diesel,Fata,Euro 6,Manuala,Masina de oras,Metalizata,Romania,Second hand
29999,xDrive30d AT M Sport,6.0,176000,265,2993,BMW,X3,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Austria,Second hand
23700,220 d Aut.,7.0,189000,194,1950,Mercedes-Benz,E,Diesel,Spate,Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
14000,1.8 Multidrive S Elegance,7.0,112000,147,1798,Toyota,Avensis,Benzina,Fata,Euro 6,Automata,Combi,Metalizata,Romania,Second hand
5700,2.0 TDI Avant,16.0,226000,140,1984,Audi,A4,Diesel,Fata,Euro 4,Manuala,Combi,Metalizata,Germania,Second hand
18600,1.5 TSI DSG Highline,6.0,51219,150,1498,Volkswagen,Golf,Benzina,Fata,Euro 6,Automata,Compacta,Perlat,Franta,Second hand
2990,1.3 Club,17.0,185000,92,1328,Suzuki,Swift,Benzina + GPL,Fata,Euro 4,Manuala,Coupe,Metalizata,Germania,Second hand
14999,Energy dCi 160 EDC Intens,8.0,149800,160,1598,Renault,Espace,Diesel,Fata,Euro 6,Automata,Monovolum,Metalizata,Belgia,Second hand
8200,1.0 SCe Acces,5.0,97952,73,998,Dacia,Logan,Benzina,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
6100,320d DPF Touring Efficient Dynamics Edition,13.0,249000,163,1995,BMW,Seria 3,Diesel,Spate,Euro 5,Manuala,Combi,Metalizata,Olanda,Second hand
36533,2.0 EcoBlue Bi-Turbo 4x4 Aut. Vignale,5.0,62000,238,1997,Ford,Edge,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
26489,2.0 Panther A8 AWD Vignale,5.0,70000,238,1996,Ford,Edge,Diesel,4x4 (automat),Euro 6d-Temp,Automata,SUV,Perlat,Belgia,Second hand
22400,20d AWD Aut. R-Sport,8.0,164000,180,1999,Jaguar,F-Pace,Diesel,4x4 (manual),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
55023,220 4Matic 8G-DCT AMG Line Advanced Plus,1.0,6,190,1991,Mercedes-Benz,CLA,Benzina,4x4 (automat),Euro 6d,Automata,Coupe,Metalizata,Germania,Nou
69800,M50d,5.0,112000,400,2993,BMW,X5 M,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
3700,525d Touring,18.0,304500,177,2497,BMW,Seria 5,Diesel,Spate,Euro 4,Manuala,Combi,Metalizata,Germania,Second hand
10950,Sportback 2.7 TDI Multitronic,13.0,93421,190,2698,Audi,A5,Diesel,Fata,Euro 5,Automata,Sedan,Metalizata,Franta,Second hand
19499,2.0 TDI Quattro,6.0,240000,150,1968,Audi,A4 Allroad,Diesel,4x4 (automat),Euro 6,Manuala,Combi,Metalizata,Italia,Second hand
2290,F/L 1.4 SOHC 5 DR GL COMFORT,17.0,180000,97,1399,Hyundai,Getz,Benzina,Fata,Euro 4,Manuala,Masina de oras,Perlat,Romania,Second hand
8589,IV 0.9 TCe Life,6.0,121900,90,898,Renault,Clio,Benzina,Fata,Euro 6,Manuala,Masina de oras,Mat,Luxemburg,Second hand
32949,220d Gran Coupe Aut. M Sport,4.0,69100,190,1995,BMW,Seria 2,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Luxemburg,Second hand
22390,2.0 TDI DSG Elegance,7.0,91000,150,1968,Volkswagen,ARTEON,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
12390,2.0 TSI CUPRA,16.0,120872,240,1984,Seat,Leon,Benzina,Fata,Euro 4,Manuala,Compacta,Perlat,Romania,Second hand
3499,1.2 16V 75 Yahoo!,12.0,214000,75,1149,Renault,Clio,Benzina,Fata,Euro 5,Manuala,Compacta,Metalizata,Germania,Second hand
5500,1.9 TDI Conceptline,14.0,268000,90,1896,Volkswagen,Touran,Diesel,Fata,Euro 4,Manuala,Monovolum,Metalizata,Franta,Second hand
17690,1.8 HSD Exclusive interior Gri,4.0,90000,98,1798,Toyota,Corolla,Hibrid,Fata,Euro 6d-Temp,Automata,Compacta,Perlat,Romania,Second hand
23100,Variant 2.0 TDI DSG 4Motion Highline,6.0,152987,190,1968,Volkswagen,Passat,Diesel,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Germania,Second hand
3490,180 CDI,16.0,229000,109,1991,Mercedes-Benz,B,Diesel,Fata,Euro 4,Manuala,Compacta,Metalizata,Austria,Second hand
81034,xDrive30d AT MHEV,2.0,49882,286,2993,BMW,X6,Diesel,4x4 (automat),Euro 6d,Automata,SUV,Metalizata,Romania,Second hand
6690,2.0 TDI DPF DSG Style,12.0,259000,140,1968,Volkswagen,Golf,Diesel,Fata,Euro 5,Automata,Combi,Metalizata,Germania,Second hand
14690,2.0 TDCi Trend,6.0,56668,150,1997,Ford,Mondeo,Diesel,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
49999,50 TFSIe quattro S tronic,2.0,45000,266,1984,Audi,A7,Hibrid,4x4 (manual),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
14600,2.0 TDI Ultra DPF,10.0,229000,190,1968,Audi,A6,Diesel,Fata,Euro 6,Manuala,Sedan,Metalizata,Germania,Second hand
19989,2.0 l TD4 HSE Luxury Aut.,6.0,130000,180,1999,Land Rover,Discovery Sport,Diesel,4x4 (automat),Euro 6d,Automata,SUV,Perlat,Belgia,Second hand
9290,1.5 BlueHDI FAP Active,6.0,120595,102,1499,Peugeot,2008,Diesel,Fata,Euro 6,Manuala,SUV,Metalizata,Romania,Second hand
63500,50 TDI quattro tiptronic,5.0,77800,286,2967,Audi,Q8,Diesel,4x4 (automat),Euro 6b,Automata,SUV,Metalizata,Germania,Second hand
32018,2.5 4x4 Hybrid Lounge,5.0,116515,178,2478,Toyota,RAV4,Hibrid,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Franta,Second hand
12890,1.5 EcoBlue Trend,5.0,98998,120,1499,Ford,Focus,Diesel,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
7950,dCi 90 EDC Limited,10.0,137000,90,1461,Renault,Clio,Diesel,Fata,Euro 5a,Automata,Masina mica,Metalizata,Belgia,Second hand
37500,2.0 Hybrid i-MMD 4WD E-CVT Executive,3.0,25800,145,1993,Honda,CR-V,Hibrid,4x4 (manual),Euro 6,Automata,SUV,Metalizata,Japonia,Second hand
54177,220 4Matic 8G-DCT Progressive Advanced,1.0,6,190,1991,Mercedes-Benz,GLA,Benzina,4x4 (automat),Euro 6d,Automata,SUV,Metalizata,Germania,Nou
49690,350 d 4MATIC Aut,6.0,127727,286,2925,Mercedes-Benz,S,Diesel,4x4 (automat),Euro 6d,Automata,Sedan,Metalizata,Germania,Second hand
19790,Pick-Up 2.2 TDCi 4x4 Cabina Dubla LIMITED,7.0,172620,160,2198,Ford,Ranger,Diesel,4x4 (manual),Euro 6,Manuala,SUV,Metalizata,Romania,Second hand
14190,1.4 TFSI Sportback e-tron Ambition,9.0,189242,150,1395,Audi,A3,Hibrid,Fata,Euro 6,Automata,Compacta,Metalizata,Franta,Second hand
19000,2.0 TSI BMT 4Mot DSG R,9.0,144000,300,1984,Volkswagen,Golf,Benzina,4x4 (automat),Euro 6,Automata,Compacta,Metalizata,Germania,Second hand
33862,350 d L 4Matic 9G-TRONIC,8.0,182900,258,2987,Mercedes-Benz,S,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
7399,1.5 dCi Tekna,13.0,193000,110,1461,Nissan,Juke,Diesel,Fata,Euro 5,Manuala,SUV,Metalizata,Franta,Second hand
5990,dCi 90 Ambiance,12.0,209000,90,1461,Dacia,Sandero Stepway,Diesel,Fata,Euro 5,Manuala,Masina de oras,Metalizata,Germania,Second hand
95599,Turbo,5.0,79672,550,3996,Porsche,Cayenne,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
49199,3.0 V6 TDI 4Motion DPF Automatik Atmosphere,4.0,69575,286,2967,Volkswagen,Touareg,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
5980,1.2 TSI Style,8.0,190000,110,1197,Seat,Toledo,Benzina,Fata,Euro 6,Manuala,Sedan,Metalizata,Germania,Second hand
10300,xDrive18d Sport Line,11.0,249000,143,1995,BMW,X1,Diesel,Fata,Euro 5,Manuala,SUV,Metalizata,Germania,Second hand
7689,1.0 MPI Avantaj,6.0,138358,60,999,Skoda,Fabia,Benzina,Fata,Euro 6,Manuala,Masina mica,Metalizata,Romania,Second hand
16788,X 1.0l MT Dynamic,1.0,5,72,998,Toyota,Aygo,Benzina,Fata,Euro 6,Manuala,Masina mica,Metalizata,Romania,Nou
13489,1.5 Blue dCi 4WD Comfort,5.0,117316,115,1461,Dacia,Duster,Diesel,4x4 (automat),Euro 6,Manuala,SUV,Metalizata,Romania,Second hand
7990,IV dCi Life Evo,5.0,151000,75,1461,Renault,Clio,Diesel,Fata,Euro 6,Manuala,Compacta,Perlat,Franta,Second hand
77500,400 d 4Matic 9G-TRONIC AMG Line,2.0,30500,330,2925,Mercedes-Benz,GLE Coupe,Diesel,4x4 (automat),Euro 6,Automata,SUV,Perlat,Germania,Second hand
14790,SKYACTIV-D 115 FWD Center-Line,5.0,115000,115,1759,Mazda,CX-3,Diesel,Fata,Euro 6,Manuala,SUV,Metalizata,Germania,Second hand
20500,BlueHDi 180 EAT8 GT,6.0,157000,177,1997,Peugeot,508,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Olanda,Second hand
13990,220d AT Sport Line,6.0,170000,190,1995,BMW,Seria 2,Diesel,Fata,Euro 6d,Automata,Compacta,Perlat,Belgia,Second hand
22989,180 d Aut.,5.0,103250,116,1461,Mercedes-Benz,A,Diesel,Fata,Euro 6,Automata,Compacta,Metalizata,Franta,Second hand
27989,1.5 TSI DSG Ambition,2.0,13162,150,1498,Skoda,Superb,Benzina,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
14790,TCe 90 Equilibre,3.0,17300,90,999,Renault,Captur,Benzina,Fata,Euro 6,Manuala,SUV,Metalizata,Romania,Second hand
29800,2.0 TDI DSG Ambition,3.0,63067,150,1968,Skoda,Superb,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
11790,ENERGY dCi 110 EDC EXPERIENCE,7.0,176000,110,1461,Renault,Grand Scenic,Diesel,Fata,Euro 6,Automata,Monovolum,Metalizata,Franta,Second hand
10388,0.9 TCe Prestige,4.0,71644,90,898,Dacia,Logan,Benzina,Fata,Euro 6,Manuala,Combi,Metalizata,Romania,Second hand
13500,1.6 TDI Sportback S tronic sport,8.0,180000,116,1598,Audi,A1,Diesel,Fata,Euro 6,Automata,Masina de oras,Metalizata,Germania,Second hand
21063,180 d 7G-DCT AMG Line,6.0,171265,109,1461,Mercedes-Benz,A,Diesel,Fata,Euro 6b,Automata,Compacta,Metalizata,Olanda,Second hand
17350,118i Aut. Luxury Line,3.0,170690,136,1499,BMW,Seria 1,Benzina,Fata,Euro 6b,Automata,Compacta,Metalizata,Olanda,Second hand
20800,1.8 HSD 122 CP 4x2 CVT C-ult Style bi-tone,3.0,90000,98,1798,Toyota,C-HR,Hibrid,Fata,Euro 6,Automata,SUV,Metalizata,Romania,Second hand
85200,xDrive30d AT MHEV,3.0,16000,286,2993,BMW,X6,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
6999,ST 1.2 12V Style,9.0,130000,70,1198,Seat,Ibiza,Benzina,Fata,Euro 5,Manuala,Masina de oras,Metalizata,Austria,Second hand
14500,Blue dCi 115 Prestige,6.0,126162,115,1461,Dacia,Duster,Diesel,Fata,Euro 6,Manuala,SUV,Metalizata,Franta,Second hand
8989,1.0 Trendline,5.0,133800,65,999,Volkswagen,Polo,Benzina,Fata,Euro 6,Manuala,Masina de oras,Mat,Romania,Second hand
8250,1.6 4x4,13.0,182671,105,1598,Dacia,Duster,Benzina,Fata,Euro 5,Manuala,SUV,Metalizata,Italia,Second hand
15999,Avant 2.0 TDI Ultra DPF S tronic,8.0,212000,190,1968,Audi,A6,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
46000,2.0 40 TDI quattro S tronic S Line,2.0,12710,200,1968,Audi,Q3,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
42599,350 d 4Matic 9G-TRONIC AMG Line,5.0,133000,286,2925,Mercedes-Benz,CLS,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
10800,2.2 Diesel,11.0,205000,190,2179,Jaguar,XF,Diesel,Spate,Euro 5,Automata,Sedan,Metalizata,Belgia,Second hand
16050,xDrive20d Aut. xLine,9.0,282000,190,1995,BMW,X3,Diesel,4x4 (manual),Euro 6,Automata,SUV,Perlat,Germania,Second hand
10190,1.4 Hybrid DSG Highline,11.0,183000,150,1395,Volkswagen,Jetta,Hibrid,Fata,Euro 6,Automata,Sedan,Metalizata,Olanda,Second hand
49500,R-Dynamic 2.0,5.0,38400,250,1998,Land Rover,Range Rover Velar,Benzina,4x4 (automat),Euro 6d,Automata,SUV,Metalizata,Romania,Second hand
62787,T8 AWD Twin Engine Geartronic Inscription,2.0,29164,455,1969,Volvo,XC 90,Hibrid,4x4 (automat),Euro 6d,Automata,SUV,Metalizata,Germania,Second hand
24906,Tourer 110 CDI Standard PRO,1.0,12,95,1461,Mercedes-Benz,Citan,Diesel,Fata,Euro 6,Manuala,Combi,Mat,Franta,Nou
12990,1.6 DCi ALL-MODE 4x4i N-Connecta,9.0,143700,130,1598,Nissan,Qashqai,Diesel,4x4 (manual),Euro 6,Manuala,SUV,Perlat,Franta,Second hand
5699,2.0 TDI FR,16.0,259000,170,1968,Seat,Leon,Diesel,Fata,Euro 4,Manuala,Compacta,Metalizata,Germania,Second hand
26990,D4 AWD R-Design,4.0,149000,190,1969,Volvo,S90,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Belgia,Second hand
22390,2.0 TDI 4X4 Active,4.0,121559,150,1968,Skoda,Kodiaq,Diesel,4x4 (automat),Euro 6,Manuala,SUV,Metalizata,Romania,Second hand
17698,1.0 TSI DSG Ambition,2.0,19970,110,999,Skoda,Scala,Benzina,Fata,Euro 6,Automata,Compacta,Mat,Romania,Second hand
6190,Turnier 1.6 TDCi Business Edition,11.0,297829,115,1560,Ford,Mondeo,Diesel,Fata,Euro 5,Manuala,Combi,Metalizata,Olanda,Second hand
30928,25d AWD R-Sport,5.0,151859,240,1999,Jaguar,F-Pace,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
21449,2.0 TDI 4Mot DSG Highline,7.0,129000,240,1968,Volkswagen,Tiguan,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
43290,xDrive30i Aut. M Sport,5.0,99000,252,1998,BMW,X4,Benzina,4x4 (automat),Euro 6,Automata,Coupe,Metalizata,Germania,Second hand
30990,T6.1 2.0 TDI 150 kW KR Highline DSG 4M,7.0,189376,204,1968,Volkswagen,Caravelle,Diesel,4x4 (automat),Euro 6,Automata,Monovolum,Metalizata,Germania,Second hand
7190,1.2 TSI Classic DSG,13.0,164000,105,1197,Skoda,Fabia,Benzina,Fata,Euro 5,Automata,Compacta,Metalizata,Germania,Second hand
12299,1.6 TDI DSG Style,6.0,243000,116,1598,Skoda,Octavia,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Olanda,Second hand
5199,220 CDI DPF Automatik Special Edition,16.0,218000,149,2148,Mercedes-Benz,CLC,Diesel,Spate,Euro 4,Automata,Coupe,Metalizata,Germania,Second hand
7299,1.2 TSI DSG Highline,13.0,118000,105,1197,Volkswagen,Golf Plus,Benzina,Fata,Euro 5,Automata,Monovolum,Metalizata,Germania,Second hand
4800,1.9TDI Comfortline,22.0,122187,100,1896,Volkswagen,Bora,Diesel,Fata,Euro 3,Manuala,Sedan,Metalizata,Germania,Second hand
6650,1.4 TSI 4Motion Sport &amp; Style,15.0,192889,150,1390,Volkswagen,Tiguan,Benzina,Fata,Euro 5,Manuala,SUV,Perlat,Germania,Second hand
12950,Sportback 2.0 TDI quattro Stronic,10.0,246000,177,1968,Audi,A5,Diesel,4x4 (automat),Euro 5,Automata,Sedan,Metalizata,Italia,Second hand
16800,1.8 TFSI Sportback,9.0,103000,170,1798,Audi,A5,Benzina,Fata,Euro 6,Manuala,Sedan,Metalizata,Germania,Second hand
23590,250h FWD Executive,4.0,50000,152,1987,Lexus,UX,Hibrid,Fata,Euro 6d-Temp,Automata,SUV,Perlat,Belgia,Second hand
15690,1.5 TDCI Combi Commercial LWB(L2) M1 Trend,6.0,116760,100,1498,Ford,Transit Connect,Diesel,Fata,Euro 6,Manuala,Monovolum,Metalizata,Romania,Second hand
9750,1.6 Xtronic Acenta,11.0,142000,117,1598,Nissan,Juke,Benzina,Fata,Euro 5,Automata,SUV,Metalizata,Germania,Second hand
26800,530d xDrive Aut. Luxury Line,5.0,219000,265,2993,BMW,Seria 5,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
4599,318d,16.0,272018,143,1995,BMW,Seria 3,Diesel,Spate,Euro 4,Manuala,Combi,Metalizata,Austria,Second hand
24900,Cooper AT,6.0,17255,136,1499,Mini,Countryman,Benzina,Fata,Euro 6,Automata,SUV,Metalizata,Germania,Second hand
13385,2.0 TDI (7-Si.) Maxi Comfortline,7.0,275000,150,1968,Volkswagen,Caddy,Diesel,Fata,Euro 6,Manuala,Monovolum,Metalizata,Germania,Second hand
13950,1.6 TDI Ambition,5.0,72059,115,1598,Skoda,Octavia,Diesel,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
9999,2.0 TDI DSG BlueMotion Technology Comfortline,13.0,358000,140,1968,Volkswagen,Sharan,Diesel,Fata,Euro 5,Automata,Monovolum,Metalizata,Polonia,Second hand
2090,1.9 dCi Tekna,19.0,255000,120,1870,Nissan,Primera,Diesel,Fata,Euro 4,Manuala,Sedan,Metalizata,Austria,Second hand
39899,3.0 50 TDI quattro Tiptronic Sport,5.0,81320,286,2967,Audi,A6,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
18900,1.5 TSI DSG Style,5.0,78500,150,1498,Skoda,Scala,Benzina,Fata,Euro 6,Automata,Compacta,Metalizata,Romania,Second hand
4590,1.5 TDCi DPF Trend,10.0,216500,75,1498,Ford,Fiesta,Diesel,Fata,Euro 5,Manuala,Masina de oras,Metalizata,Romania,Second hand
12198,1.5 TSI ACT DSG Style,6.0,210900,150,1498,Skoda,Octavia,Benzina,Fata,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
